"x1" "x2" "x3" "y"
"1" 11.6063882857683 22.4855547643514 24.4343946743794 55.3835244859494
"2" 7.10008056395808 13.4206549045561 41.8549352572509 5.9429028922562
"3" 13.5023740712874 27.6174208745228 16.9594076229577 80.36579821011
"4" 17.0575261772651 33.7195348425021 12.2483718763328 103.897950436876
"5" 12.9123748184019 23.4750479559775 20.8962446103448 58.7744711776841
"6" 13.5365251688779 29.5118003122257 18.1903338711394 89.063618591555
"7" 6.91806216946117 16.2807639365333 38.8074750130416 23.1051626517503
"8" 7.81583144655394 17.0038033417415 36.930844291727 14.1053778951592
"9" 8.74930920935262 18.0545008401044 33.6003892679631 31.5171199847517
"10" 10.8991476914896 22.7545452139817 26.8676658745138 48.8504942244019
"11" 8.62334347280301 16.3990515216299 37.8169164575308 23.0459083780917
"12" 11.4046609567395 21.5874653332464 24.1840981959771 52.8249075139746
"13" 12.2834068575558 25.4835449688581 27.5876626091383 57.1869273254873
"14" 9.92872379880984 20.3099000655591 26.9477210382426 50.0666395016946
"15" 4.26682996336591 10.2197999042613 50.6488794013901 -15.619179024794
"16" 10.878754781403 21.9525417789969 25.4665665415038 55.6812099031755
"17" 7.85448304389913 14.2971313484186 36.338772404921 11.0390225175094
"18" 11.5679991840263 23.5236684734171 23.658687129189 66.3733447094772
"19" 9.92432149844328 19.7569690950702 33.6107914780645 36.5624904059502
"20" 9.69426293267481 19.1097178273239 31.699409117475 37.3055132061734
"21" 10.5555824978243 20.1753401377659 30.3155333416458 38.6643225707922
"22" 8.80757787356376 18.4698278875243 36.0099148426488 28.8754630234529
"23" 4.08239627564898 9.12436152368015 42.7967655964248 -14.0216365331773
"24" 13.2984461912159 26.4190590150414 23.4329980632627 70.2134195476389
"25" 11.6892887213792 21.8102396680704 25.4053778965847 56.5544496928745
"26" 11.8634163194151 26.1495730464399 20.6699574394927 69.921882370103
"27" 11.2387540137572 21.8545899549104 24.9021111672803 60.498794201671
"28" 9.22036557166712 19.6228766251887 28.2428287747505 39.6508911042926
"29" 6.18455102871819 14.8005338838432 42.6320999855932 3.96888064757409
"30" 10.1322081764659 21.8169616221907 30.6241742278542 54.2168456231382
"31" 5.47715482033852 10.9892762534654 41.3369716932685 -6.35169898233965
"32" 9.36289728487628 18.5612890262191 33.7156334701838 27.0585132653504
"33" 14.098215594371 30.392371857546 15.4639762848883 96.0435950968636
"34" 15.8727443082121 29.7406616113583 13.0375240879822 87.3953083456502
"35" 5.20021338745991 12.2988301051573 40.1135303446389 5.42599408354584
"36" 15.5226008294207 31.9836818452996 7.04080899350853 106.82838681065
"37" 4.81139894485089 10.9832034558065 42.1980146611413 -1.40371409340591
"38" 11.6387168921376 21.1454751273105 27.1143818202661 59.5448817528646
"39" 8.82358412775366 20.0143589837608 33.1145615229852 37.7633325710924
"40" 7.63106512661604 17.6123428625195 38.422771212405 24.7582812501707
"41" 12.8234642124523 25.8185809459487 23.1975113649495 69.9542247894392
"42" 11.4352034945517 22.5183962004442 26.3197703197247 61.4902315283256
"43" 6.86129445115532 13.7986405595468 42.9186563289266 11.2062060541599
"44" 12.5846002907009 22.91007063021 24.0459120777964 59.2115067723854
"45" 13.2259754998296 29.9540848176884 19.1025783250547 88.7108121067084
"46" 13.8951279568987 27.214559251223 12.7820780794673 91.1433823998179
"47" 12.6701237568758 28.5872673060923 22.5562577585111 75.6674188632572
"48" 10.4616252244675 22.6727059716658 24.5287078101584 47.8973767945272
"49" 10.2898726328767 22.0128956371277 28.4201993834306 51.5279406558148
"50" 7.29194614769196 12.8364654291335 41.2598513112334 14.0634032748616
"51" 12.9901097840139 23.8127687319606 22.9829055023349 61.2412634379995
"52" 10.6909729299216 21.936020941721 27.0662271143937 49.232740789538
"53" 11.3459148983438 23.0455232605837 26.7585624179465 59.142572363541
"54" 7.81385261653676 17.5134264754932 35.1247397331563 26.3151306684169
"55" 12.1405286208057 25.5609465555813 21.9595062785086 65.659776578551
"56" 5.20861051510476 12.1971060949854 44.3656378854842 -4.1284940612421
"57" 12.7329672951252 24.4389935348238 22.9844998900027 67.0681691407945
"58" 13.4643825014728 27.0647418423199 16.895766617794 74.3735571473039
"59" 9.48431301138545 19.7751279184972 32.2548969290508 37.1549251197996
"60" 12.2217977010868 24.2134276709739 19.8818521608845 67.0334968311681
"61" 5.38977388459122 12.031513823497 39.806704410419 3.02899194168804
"62" 9.25832150199906 17.5136094581857 34.3164571392723 34.855395072828
"63" 7.33432672135132 15.4057640890085 41.4904611576242 16.6896671340387
"64" 10.5407070987889 22.979151105128 32.4111248748547 44.835746660842
"65" 6.78586301940656 15.2494295709732 41.0699117372261 5.67440780784524
"66" 10.7048227995323 23.0025888466858 30.522403710079 52.7164000271032
"67" 10.3677632723803 22.2175757955748 31.618580840404 52.4765112319486
"68" 5.65838033710615 10.4710481640802 43.5045913254123 -9.15298612910441
"69" 10.6919786521251 18.8541631101916 28.7321351987282 45.1456292078099
"70" 9.3875522848666 22.1048535820667 28.6315233193405 50.6936788202309
"71" 9.40753257778262 17.3192120774333 29.2837247116956 28.922392104522
"72" 7.47301797464988 15.7245361314755 40.3808280561735 23.3432016929412
"73" 15.7057006117816 32.9263532060843 14.4951913956194 98.4625706320646
"74" 8.78396732376449 15.7756212958668 33.175229291245 29.3673564736655
"75" 10.4200929815042 22.7477446711127 32.6107175444879 47.7347720470217
"76" 8.5438008565322 18.6377431711271 38.4205659450801 32.5178074379665
"77" 6.52191726610844 12.6634392805357 43.1316890745192 0.529511562890142
"78" 13.1449648286191 27.6189389093802 16.196376987068 87.3698874976789
"79" 6.33172123218301 12.9517952624685 43.1870826489153 7.89225913183678
"80" 12.3221550897689 26.3035566112855 24.567818801804 59.4892234007308
"81" 12.4316651488039 24.6141533940783 25.193080026187 60.4087299039267
"82" 12.4592196531794 24.0896394510585 22.9970725744066 60.3866755618511
"83" 13.3985972473417 25.9156130646432 22.0702287828105 66.6621439742122
"84" 8.63445326991959 16.5777642376571 24.4143333929718 30.4924495889552
"85" 6.99040452315846 12.0209976074212 41.9264526241056 3.89147767301271
"86" 8.18408491008035 14.8611882889148 34.0641898414399 17.4097907641219
"87" 12.3128488858771 26.1686161377952 19.4618757065434 73.2722595989046
"88" 8.42388832051089 17.4015894531022 32.0518745887141 25.5676258567273
"89" 7.25277437264203 14.8550079579224 42.3096192590484 7.26227423274174
"90" 8.54374262856815 20.3360337415989 35.9727319334676 42.6168153733647
"91" 10.9283365269315 22.8251222992932 25.4516871948712 54.6382231618926
"92" 8.67840828474805 18.6448001137684 36.8904330281414 33.4275506414307
"93" 10.044224220502 21.6430396847228 31.5461186994193 44.8029457388692
"94" 13.9455181255055 28.28813191494 12.5153959205109 93.4700698999506
"95" 10.6479372335395 21.1499616918374 28.3940154249132 47.7620363298094
"96" 7.09677817742898 15.5635334655021 35.2028847284375 24.1981233247894
"97" 10.2828715086108 19.7332673413386 27.2958890588702 44.2722625063068
"98" 4.00417009291849 9.45301464152517 50.4695804481645 -22.9731174680548
"99" 12.2587754163578 23.9497294080288 23.6473143028704 60.4468787765877
"100" 14.0825941216534 30.7033203824513 16.1258686050527 92.9939320605491
